wav,sample_id,model,speaker,model-speaker,text_prompt_id,text_prompt,zero_based_text_prompt_id,corpus
vits-p333_6_sample_2.wav,2,vits,p333,vits-p333,1225,"Tom, it's time for you to go to bed.",6,dailydialog
vits-p333_7_sample_0.wav,0,vits,p333,vits-p333,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
vits-p333_7_sample_1.wav,1,vits,p333,vits-p333,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
vits-p333_7_sample_2.wav,2,vits,p333,vits-p333,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
vits-p333_8_sample_0.wav,0,vits,p333,vits-p333,1319,To encourage the staff increases.,8,dailydialog
vits-p333_8_sample_1.wav,1,vits,p333,vits-p333,1319,To encourage the staff increases.,8,dailydialog
vits-p333_8_sample_2.wav,2,vits,p333,vits-p333,1319,To encourage the staff increases.,8,dailydialog
vits-p333_9_sample_0.wav,0,vits,p333,vits-p333,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
vits-p333_9_sample_1.wav,1,vits,p333,vits-p333,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
vits-p333_9_sample_2.wav,2,vits,p333,vits-p333,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
vits-p265_0_sample_0.wav,0,vits,p265,vits-p265,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
vits-p265_0_sample_1.wav,1,vits,p265,vits-p265,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
vits-p265_0_sample_2.wav,2,vits,p265,vits-p265,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
vits-p265_1_sample_0.wav,0,vits,p265,vits-p265,315,"""Has she any brains?"" asked Ojo.",1,libritts
vits-p265_1_sample_1.wav,1,vits,p265,vits-p265,315,"""Has she any brains?"" asked Ojo.",1,libritts
vits-p265_1_sample_2.wav,2,vits,p265,vits-p265,315,"""Has she any brains?"" asked Ojo.",1,libritts
vits-p265_2_sample_0.wav,0,vits,p265,vits-p265,329,"He would say good night, but not good bye.",2,libritts
vits-p265_2_sample_1.wav,1,vits,p265,vits-p265,329,"He would say good night, but not good bye.",2,libritts
vits-p265_2_sample_2.wav,2,vits,p265,vits-p265,329,"He would say good night, but not good bye.",2,libritts
vits-p265_3_sample_0.wav,0,vits,p265,vits-p265,811,I haven't seen you around for a few days.,3,dailydialog
vits-p265_3_sample_1.wav,1,vits,p265,vits-p265,811,I haven't seen you around for a few days.,3,dailydialog
vits-p265_3_sample_2.wav,2,vits,p265,vits-p265,811,I haven't seen you around for a few days.,3,dailydialog
vits-p265_4_sample_0.wav,0,vits,p265,vits-p265,849,"Here's the money, keep the changes, please.",4,dailydialog
vits-p265_4_sample_1.wav,1,vits,p265,vits-p265,849,"Here's the money, keep the changes, please.",4,dailydialog
vits-p265_4_sample_2.wav,2,vits,p265,vits-p265,849,"Here's the money, keep the changes, please.",4,dailydialog
vits-p265_5_sample_0.wav,0,vits,p265,vits-p265,1067,Who ate the cookies that were sitting here?,5,dailydialog
vits-p265_5_sample_1.wav,1,vits,p265,vits-p265,1067,Who ate the cookies that were sitting here?,5,dailydialog
vits-p265_5_sample_2.wav,2,vits,p265,vits-p265,1067,Who ate the cookies that were sitting here?,5,dailydialog
vits-p265_6_sample_0.wav,0,vits,p265,vits-p265,1225,"Tom, it's time for you to go to bed.",6,dailydialog
vits-p265_6_sample_1.wav,1,vits,p265,vits-p265,1225,"Tom, it's time for you to go to bed.",6,dailydialog
vits-p265_6_sample_2.wav,2,vits,p265,vits-p265,1225,"Tom, it's time for you to go to bed.",6,dailydialog
vits-p265_7_sample_0.wav,0,vits,p265,vits-p265,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
vits-p265_7_sample_1.wav,1,vits,p265,vits-p265,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
vits-p265_7_sample_2.wav,2,vits,p265,vits-p265,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
vits-p265_8_sample_0.wav,0,vits,p265,vits-p265,1319,To encourage the staff increases.,8,dailydialog
vits-p265_8_sample_1.wav,1,vits,p265,vits-p265,1319,To encourage the staff increases.,8,dailydialog
vits-p265_8_sample_2.wav,2,vits,p265,vits-p265,1319,To encourage the staff increases.,8,dailydialog
vits-p265_9_sample_0.wav,0,vits,p265,vits-p265,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
vits-p265_9_sample_1.wav,1,vits,p265,vits-p265,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
vits-p265_9_sample_2.wav,2,vits,p265,vits-p265,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
vits-p281_0_sample_0.wav,0,vits,p281,vits-p281,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
vits-p281_0_sample_1.wav,1,vits,p281,vits-p281,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
vits-p281_0_sample_2.wav,2,vits,p281,vits-p281,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
vits-p281_1_sample_0.wav,0,vits,p281,vits-p281,315,"""Has she any brains?"" asked Ojo.",1,libritts
vits-p281_1_sample_1.wav,1,vits,p281,vits-p281,315,"""Has she any brains?"" asked Ojo.",1,libritts
vits-p281_1_sample_2.wav,2,vits,p281,vits-p281,315,"""Has she any brains?"" asked Ojo.",1,libritts
vits-p281_2_sample_0.wav,0,vits,p281,vits-p281,329,"He would say good night, but not good bye.",2,libritts
vits-p281_2_sample_1.wav,1,vits,p281,vits-p281,329,"He would say good night, but not good bye.",2,libritts
vits-p281_2_sample_2.wav,2,vits,p281,vits-p281,329,"He would say good night, but not good bye.",2,libritts
vits-p281_3_sample_0.wav,0,vits,p281,vits-p281,811,I haven't seen you around for a few days.,3,dailydialog
vits-p281_3_sample_1.wav,1,vits,p281,vits-p281,811,I haven't seen you around for a few days.,3,dailydialog
vits-p281_3_sample_2.wav,2,vits,p281,vits-p281,811,I haven't seen you around for a few days.,3,dailydialog
vits-p281_4_sample_0.wav,0,vits,p281,vits-p281,849,"Here's the money, keep the changes, please.",4,dailydialog
vits-p281_4_sample_1.wav,1,vits,p281,vits-p281,849,"Here's the money, keep the changes, please.",4,dailydialog
vits-p281_4_sample_2.wav,2,vits,p281,vits-p281,849,"Here's the money, keep the changes, please.",4,dailydialog
vits-p281_5_sample_0.wav,0,vits,p281,vits-p281,1067,Who ate the cookies that were sitting here?,5,dailydialog
vits-p281_5_sample_1.wav,1,vits,p281,vits-p281,1067,Who ate the cookies that were sitting here?,5,dailydialog
vits-p281_5_sample_2.wav,2,vits,p281,vits-p281,1067,Who ate the cookies that were sitting here?,5,dailydialog
vits-p281_6_sample_0.wav,0,vits,p281,vits-p281,1225,"Tom, it's time for you to go to bed.",6,dailydialog
vits-p281_6_sample_1.wav,1,vits,p281,vits-p281,1225,"Tom, it's time for you to go to bed.",6,dailydialog
vits-p281_6_sample_2.wav,2,vits,p281,vits-p281,1225,"Tom, it's time for you to go to bed.",6,dailydialog
vits-p281_7_sample_0.wav,0,vits,p281,vits-p281,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
vits-p281_7_sample_1.wav,1,vits,p281,vits-p281,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
vits-p281_7_sample_2.wav,2,vits,p281,vits-p281,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
vits-p281_8_sample_0.wav,0,vits,p281,vits-p281,1319,To encourage the staff increases.,8,dailydialog
vits-p281_8_sample_1.wav,1,vits,p281,vits-p281,1319,To encourage the staff increases.,8,dailydialog
vits-p281_8_sample_2.wav,2,vits,p281,vits-p281,1319,To encourage the staff increases.,8,dailydialog
vits-p281_9_sample_0.wav,0,vits,p281,vits-p281,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
vits-p281_9_sample_1.wav,1,vits,p281,vits-p281,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
vits-p281_9_sample_2.wav,2,vits,p281,vits-p281,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-base-0_0_sample_0.wav,0,bark-base,0,bark-base-0,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-base-0_0_sample_1.wav,1,bark-base,0,bark-base-0,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-base-0_0_sample_2.wav,2,bark-base,0,bark-base-0,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-base-0_1_sample_0.wav,0,bark-base,0,bark-base-0,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-base-0_1_sample_1.wav,1,bark-base,0,bark-base-0,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-base-0_1_sample_2.wav,2,bark-base,0,bark-base-0,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-base-0_2_sample_0.wav,0,bark-base,0,bark-base-0,329,"He would say good night, but not good bye.",2,libritts
bark-base-0_2_sample_1.wav,1,bark-base,0,bark-base-0,329,"He would say good night, but not good bye.",2,libritts
bark-base-0_2_sample_2.wav,2,bark-base,0,bark-base-0,329,"He would say good night, but not good bye.",2,libritts
bark-small-0_0_sample_0.wav,0,bark-small,0,bark-small-0,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-small-0_0_sample_1.wav,1,bark-small,0,bark-small-0,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-small-0_0_sample_2.wav,2,bark-small,0,bark-small-0,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-small-0_1_sample_0.wav,0,bark-small,0,bark-small-0,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-small-0_1_sample_1.wav,1,bark-small,0,bark-small-0,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-small-0_1_sample_2.wav,2,bark-small,0,bark-small-0,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-small-0_2_sample_0.wav,0,bark-small,0,bark-small-0,329,"He would say good night, but not good bye.",2,libritts
bark-small-0_2_sample_1.wav,1,bark-small,0,bark-small-0,329,"He would say good night, but not good bye.",2,libritts
bark-small-0_2_sample_2.wav,2,bark-small,0,bark-small-0,329,"He would say good night, but not good bye.",2,libritts
bark-base-0_3_sample_0.wav,0,bark-base,0,bark-base-0,811,I haven't seen you around for a few days.,3,dailydialog
bark-base-0_3_sample_1.wav,1,bark-base,0,bark-base-0,811,I haven't seen you around for a few days.,3,dailydialog
bark-base-0_3_sample_2.wav,2,bark-base,0,bark-base-0,811,I haven't seen you around for a few days.,3,dailydialog
bark-base-0_4_sample_0.wav,0,bark-base,0,bark-base-0,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-base-0_4_sample_1.wav,1,bark-base,0,bark-base-0,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-base-0_4_sample_2.wav,2,bark-base,0,bark-base-0,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-base-0_5_sample_0.wav,0,bark-base,0,bark-base-0,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-base-0_5_sample_1.wav,1,bark-base,0,bark-base-0,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-base-0_5_sample_2.wav,2,bark-base,0,bark-base-0,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-base-0_6_sample_0.wav,0,bark-base,0,bark-base-0,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-base-0_6_sample_1.wav,1,bark-base,0,bark-base-0,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-base-0_6_sample_2.wav,2,bark-base,0,bark-base-0,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-base-0_7_sample_0.wav,0,bark-base,0,bark-base-0,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-base-0_7_sample_1.wav,1,bark-base,0,bark-base-0,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-base-0_7_sample_2.wav,2,bark-base,0,bark-base-0,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-base-0_8_sample_0.wav,0,bark-base,0,bark-base-0,1319,To encourage the staff increases.,8,dailydialog
bark-base-0_9_sample_0.wav,0,bark-base,0,bark-base-0,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-base-0_8_sample_1.wav,1,bark-base,0,bark-base-0,1319,To encourage the staff increases.,8,dailydialog
bark-base-0_9_sample_1.wav,1,bark-base,0,bark-base-0,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-base-0_8_sample_2.wav,2,bark-base,0,bark-base-0,1319,To encourage the staff increases.,8,dailydialog
bark-base-0_9_sample_2.wav,2,bark-base,0,bark-base-0,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-small-0_3_sample_0.wav,0,bark-small,0,bark-small-0,811,I haven't seen you around for a few days.,3,dailydialog
bark-small-0_3_sample_1.wav,1,bark-small,0,bark-small-0,811,I haven't seen you around for a few days.,3,dailydialog
bark-small-0_3_sample_2.wav,2,bark-small,0,bark-small-0,811,I haven't seen you around for a few days.,3,dailydialog
bark-small-0_4_sample_0.wav,0,bark-small,0,bark-small-0,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-small-0_4_sample_1.wav,1,bark-small,0,bark-small-0,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-small-0_4_sample_2.wav,2,bark-small,0,bark-small-0,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-small-0_5_sample_0.wav,0,bark-small,0,bark-small-0,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-small-0_5_sample_1.wav,1,bark-small,0,bark-small-0,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-small-0_5_sample_2.wav,2,bark-small,0,bark-small-0,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-small-0_6_sample_0.wav,0,bark-small,0,bark-small-0,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-small-0_6_sample_1.wav,1,bark-small,0,bark-small-0,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-small-0_6_sample_2.wav,2,bark-small,0,bark-small-0,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-small-0_7_sample_0.wav,0,bark-small,0,bark-small-0,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-small-0_7_sample_1.wav,1,bark-small,0,bark-small-0,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-small-0_7_sample_2.wav,2,bark-small,0,bark-small-0,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-small-0_8_sample_0.wav,0,bark-small,0,bark-small-0,1319,To encourage the staff increases.,8,dailydialog
bark-small-0_9_sample_0.wav,0,bark-small,0,bark-small-0,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-small-0_8_sample_1.wav,1,bark-small,0,bark-small-0,1319,To encourage the staff increases.,8,dailydialog
bark-small-0_9_sample_1.wav,1,bark-small,0,bark-small-0,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-small-0_8_sample_2.wav,2,bark-small,0,bark-small-0,1319,To encourage the staff increases.,8,dailydialog
bark-small-0_9_sample_2.wav,2,bark-small,0,bark-small-0,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-base-1_0_sample_0.wav,0,bark-base,1,bark-base-1,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-base-1_0_sample_1.wav,1,bark-base,1,bark-base-1,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-base-1_0_sample_2.wav,2,bark-base,1,bark-base-1,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-base-1_1_sample_0.wav,0,bark-base,1,bark-base-1,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-base-1_1_sample_1.wav,1,bark-base,1,bark-base-1,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-base-1_1_sample_2.wav,2,bark-base,1,bark-base-1,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-base-1_2_sample_0.wav,0,bark-base,1,bark-base-1,329,"He would say good night, but not good bye.",2,libritts
bark-base-1_2_sample_1.wav,1,bark-base,1,bark-base-1,329,"He would say good night, but not good bye.",2,libritts
bark-base-1_2_sample_2.wav,2,bark-base,1,bark-base-1,329,"He would say good night, but not good bye.",2,libritts
bark-small-1_0_sample_0.wav,0,bark-small,1,bark-small-1,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-small-1_0_sample_1.wav,1,bark-small,1,bark-small-1,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-small-1_0_sample_2.wav,2,bark-small,1,bark-small-1,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-small-1_1_sample_0.wav,0,bark-small,1,bark-small-1,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-small-1_1_sample_1.wav,1,bark-small,1,bark-small-1,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-small-1_1_sample_2.wav,2,bark-small,1,bark-small-1,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-small-1_2_sample_0.wav,0,bark-small,1,bark-small-1,329,"He would say good night, but not good bye.",2,libritts
bark-small-1_2_sample_1.wav,1,bark-small,1,bark-small-1,329,"He would say good night, but not good bye.",2,libritts
bark-small-1_2_sample_2.wav,2,bark-small,1,bark-small-1,329,"He would say good night, but not good bye.",2,libritts
bark-base-1_3_sample_0.wav,0,bark-base,1,bark-base-1,811,I haven't seen you around for a few days.,3,dailydialog
bark-base-1_3_sample_1.wav,1,bark-base,1,bark-base-1,811,I haven't seen you around for a few days.,3,dailydialog
bark-base-1_3_sample_2.wav,2,bark-base,1,bark-base-1,811,I haven't seen you around for a few days.,3,dailydialog
bark-base-1_4_sample_0.wav,0,bark-base,1,bark-base-1,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-base-1_4_sample_1.wav,1,bark-base,1,bark-base-1,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-base-1_4_sample_2.wav,2,bark-base,1,bark-base-1,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-base-1_5_sample_0.wav,0,bark-base,1,bark-base-1,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-base-1_5_sample_1.wav,1,bark-base,1,bark-base-1,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-base-1_5_sample_2.wav,2,bark-base,1,bark-base-1,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-base-1_6_sample_0.wav,0,bark-base,1,bark-base-1,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-base-1_6_sample_1.wav,1,bark-base,1,bark-base-1,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-base-1_6_sample_2.wav,2,bark-base,1,bark-base-1,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-base-1_7_sample_0.wav,0,bark-base,1,bark-base-1,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-base-1_7_sample_1.wav,1,bark-base,1,bark-base-1,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-base-1_7_sample_2.wav,2,bark-base,1,bark-base-1,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-base-1_8_sample_0.wav,0,bark-base,1,bark-base-1,1319,To encourage the staff increases.,8,dailydialog
bark-base-1_9_sample_0.wav,0,bark-base,1,bark-base-1,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-base-1_8_sample_1.wav,1,bark-base,1,bark-base-1,1319,To encourage the staff increases.,8,dailydialog
bark-base-1_9_sample_1.wav,1,bark-base,1,bark-base-1,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-base-1_8_sample_2.wav,2,bark-base,1,bark-base-1,1319,To encourage the staff increases.,8,dailydialog
bark-base-1_9_sample_2.wav,2,bark-base,1,bark-base-1,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-small-1_3_sample_0.wav,0,bark-small,1,bark-small-1,811,I haven't seen you around for a few days.,3,dailydialog
bark-small-1_3_sample_1.wav,1,bark-small,1,bark-small-1,811,I haven't seen you around for a few days.,3,dailydialog
bark-small-1_3_sample_2.wav,2,bark-small,1,bark-small-1,811,I haven't seen you around for a few days.,3,dailydialog
bark-small-1_4_sample_0.wav,0,bark-small,1,bark-small-1,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-small-1_4_sample_1.wav,1,bark-small,1,bark-small-1,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-small-1_4_sample_2.wav,2,bark-small,1,bark-small-1,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-small-1_5_sample_0.wav,0,bark-small,1,bark-small-1,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-small-1_5_sample_1.wav,1,bark-small,1,bark-small-1,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-small-1_5_sample_2.wav,2,bark-small,1,bark-small-1,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-small-1_6_sample_0.wav,0,bark-small,1,bark-small-1,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-small-1_6_sample_1.wav,1,bark-small,1,bark-small-1,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-small-1_6_sample_2.wav,2,bark-small,1,bark-small-1,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-small-1_7_sample_0.wav,0,bark-small,1,bark-small-1,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-small-1_7_sample_1.wav,1,bark-small,1,bark-small-1,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-small-1_7_sample_2.wav,2,bark-small,1,bark-small-1,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-small-1_8_sample_0.wav,0,bark-small,1,bark-small-1,1319,To encourage the staff increases.,8,dailydialog
bark-small-1_9_sample_0.wav,0,bark-small,1,bark-small-1,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-small-1_8_sample_1.wav,1,bark-small,1,bark-small-1,1319,To encourage the staff increases.,8,dailydialog
bark-small-1_9_sample_1.wav,1,bark-small,1,bark-small-1,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-small-1_8_sample_2.wav,2,bark-small,1,bark-small-1,1319,To encourage the staff increases.,8,dailydialog
bark-small-1_9_sample_2.wav,2,bark-small,1,bark-small-1,1326,The American dollar is now worth 7. 45RMB. 35.,9,dailydialog
bark-base-2_0_sample_0.wav,0,bark-base,2,bark-base-2,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-base-2_0_sample_1.wav,1,bark-base,2,bark-base-2,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-base-2_0_sample_2.wav,2,bark-base,2,bark-base-2,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-base-2_1_sample_0.wav,0,bark-base,2,bark-base-2,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-base-2_1_sample_1.wav,1,bark-base,2,bark-base-2,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-base-2_1_sample_2.wav,2,bark-base,2,bark-base-2,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-base-2_2_sample_0.wav,0,bark-base,2,bark-base-2,329,"He would say good night, but not good bye.",2,libritts
bark-base-2_2_sample_1.wav,1,bark-base,2,bark-base-2,329,"He would say good night, but not good bye.",2,libritts
bark-base-2_2_sample_2.wav,2,bark-base,2,bark-base-2,329,"He would say good night, but not good bye.",2,libritts
bark-small-2_0_sample_0.wav,0,bark-small,2,bark-small-2,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-small-2_0_sample_1.wav,1,bark-small,2,bark-small-2,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-small-2_0_sample_2.wav,2,bark-small,2,bark-small-2,98,"He was such a big boy that he wore high boots and carried a jack knife. He gazed and gazed at the cap, and could not keep from fingering the blue tassel.",0,libritts
bark-small-2_1_sample_0.wav,0,bark-small,2,bark-small-2,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-small-2_1_sample_1.wav,1,bark-small,2,bark-small-2,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-small-2_1_sample_2.wav,2,bark-small,2,bark-small-2,315,"""Has she any brains?"" asked Ojo.",1,libritts
bark-small-2_2_sample_0.wav,0,bark-small,2,bark-small-2,329,"He would say good night, but not good bye.",2,libritts
bark-small-2_2_sample_1.wav,1,bark-small,2,bark-small-2,329,"He would say good night, but not good bye.",2,libritts
bark-small-2_2_sample_2.wav,2,bark-small,2,bark-small-2,329,"He would say good night, but not good bye.",2,libritts
bark-base-2_3_sample_0.wav,0,bark-base,2,bark-base-2,811,I haven't seen you around for a few days.,3,dailydialog
bark-base-2_3_sample_1.wav,1,bark-base,2,bark-base-2,811,I haven't seen you around for a few days.,3,dailydialog
bark-base-2_3_sample_2.wav,2,bark-base,2,bark-base-2,811,I haven't seen you around for a few days.,3,dailydialog
bark-base-2_4_sample_0.wav,0,bark-base,2,bark-base-2,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-base-2_4_sample_1.wav,1,bark-base,2,bark-base-2,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-base-2_4_sample_2.wav,2,bark-base,2,bark-base-2,849,"Here's the money, keep the changes, please.",4,dailydialog
bark-base-2_5_sample_0.wav,0,bark-base,2,bark-base-2,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-base-2_5_sample_1.wav,1,bark-base,2,bark-base-2,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-base-2_5_sample_2.wav,2,bark-base,2,bark-base-2,1067,Who ate the cookies that were sitting here?,5,dailydialog
bark-base-2_6_sample_0.wav,0,bark-base,2,bark-base-2,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-base-2_6_sample_1.wav,1,bark-base,2,bark-base-2,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-base-2_6_sample_2.wav,2,bark-base,2,bark-base-2,1225,"Tom, it's time for you to go to bed.",6,dailydialog
bark-base-2_7_sample_0.wav,0,bark-base,2,bark-base-2,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-base-2_7_sample_1.wav,1,bark-base,2,bark-base-2,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
bark-base-2_7_sample_2.wav,2,bark-base,2,bark-base-2,1235,"Sorry, sir. You have to pay by yourself.",7,dailydialog
